"MEDIA TREND REPORT","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: All Locations","","","","","","(c)2009 comScore, Inc"
"","","","Time Period :: August 2008 - October 2009","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 11/28/2009","","","","","",""

"","","","Aug-2008","Sep-2008","Oct-2008","Nov-2008","Dec-2008","Jan-2009","Feb-2009","Mar-2009","Apr-2009","May-2009","Jun-2009","Jul-2009","Aug-2009","Sep-2009","Oct-2009",
"834","[P]","    LOGMEIN.COM","5670.3009858561","6588.1465496894","6976.5356449647","6613.8976179483","5451.451433169","5289.0542152846","4911.83743704689","5685.93434943788","5049.41118352465","4602.76607280266","3945.45338096165","4597.20202304012","4305.63520448137","4577.08164654574","4987.14972881349",
"835","[P]","    RORO44.COM","1394.6240112998","1785.0803363965","2061.357029985","1572.3711671773","1783.8085682153","1866.4026355818","5686.59933160776","6557.67882570652","6025.32108710679","5787.7802421749","5033.5099716038","5238.43506918548","5272.36604453961","5023.25133277046","4986.80966175604",
"836","[P]","    TUOITRE.COM.VN","3891.8070718703","4031.1521721177","4779.3071755041","4686.8966640523","5119.2406188791","5804.4554239868","5571.20181715511","5769.44220624644","5927.41845809907","5995.63527356062","5537.79553337995","5723.01332807324","5567.56513040881","4635.39609160264","4959.32007921907",
"837","[P]","    WetterOnline GmbH","6787.3202431529","5714.1695304069","5580.1592105341","5295.4497923726","5865.320828689","5887.8762226534","6236.48206431758","7332.6892501902","7844.69347307593","6878.28337081146","6702.61679851395","7785.41340421472","7189.14355612134","5356.82090745634","4936.65582009651",
"838","[P]","    Allesklar.com AG Sites","4047.0384550679","4027.959588322","4635.4141258246","4554.8226828628","4412.0595072556","5082.9585966817","5391.58664059718","5492.26661133532","5246.14025043107","4727.47743610274","4493.1846152134","5030.70172961628","4808.99829115695","4504.31216044472","4932.39917998814",
"839","[P]","    Match.com Sites","6495.1149532066","6353.9806620909","6326.0707188681","5752.7783596713","7045.6465092033","8245.6859245021","6836.3264514337","6321.18069186356","7142.95050385523","5861.79169192392","5611.5452367975","5716.7491092834","5486.87372080378","4697.2106387833","4896.69443280017",
"840","[P]","    Bol Sites","2933.4999755579","3482.1989705689","3689.3307037848","4569.0371640085","5090.8041237426","5222.8623005977","4930.89614578233","4252.09633676068","3753.98770513507","4427.55397594094","4301.43370544085","5006.27073844776","4593.23804686761","4959.48155913162","4885.18989948135",
"841","[P]","    GAMES2GIRLS.COM","6583.1624263393","5209.5044382706","4539.0178958682","4835.4395977578","5294.7265421865","5327.9332519481","6673.68341241716","6973.86101080456","6815.89253425477","6613.36476031374","6167.5114385595","6479.18094023408","6559.44460102357","5214.64241311144","4866.27534946913",
"842","[P]","    Accor","3984.5120038598","4242.0309470296","4439.5850701341","3798.5696317438","3574.8070047343","4098.5985146138","4440.24990635657","4474.22118399136","4468.52200714158","3963.2984815253","4609.4092646895","5504.03055908404","5110.24985823982","4938.81669232276","4850.2239841854",
"843","[P]","    QQ163.COM","6657.7821438705","6970.3499216061","6987.7226094428","6748.2244696058","7335.6319231904","6127.7041901078","6296.33858067438","5614.81794960572","5662.19173897742","4340.8792549896","5121.0059665944","5206.47141526376","5200.87303687987","5204.07328140004","4828.23837477393",
"844","[P]","    265.COM","25585.6555110537","21101.8105072223","19268.6558254646","18416.9608979805","16705.154076816","12980.1209509024","14667.6617899422","6457.9249903608","5946.43587749156","4733.9084782386","4900.145885229","5021.77786185388","5094.85670716529","4971.86502806876","4804.72369258471",
"845","[P]","    Ekspress Grupp","1559.9686643294","1620.2860594072","1834.4854560324","2463.1641197889","3181.5678366265","3354.5218853791","4712.38413637448","4734.64914683968","4424.78089567865","4290.43527488764","3944.58862058865","4311.63893692356","4891.43998985646","4590.36818559126","4787.04515596118",
"846","[P]","    Compare Infobase Limited","4902.4803211144","5261.6488653268","5151.2787241771","5543.4182566344","7061.9669087351","5763.9229660352","6526.55103478121","5673.67557815592","5764.02848031258","6450.29721195646","5444.9101458389","5712.07853121488","4650.13929731906","4286.76554271348","4728.38033660984",
"847","[P]","    Citrix Systems, Inc.","3629.7966548467","3745.7657613325","4147.2819193884","4087.3773012328","3989.2827949056","4755.3647439291","4483.0510554284","4446.16966686032","4163.58285647202","4285.72499503126","3981.73146258815","4186.37928172788","4353.94602294854","4376.9078664033","4723.88001832643",
"848","[P]","    Interdots International","8116.1059897964","7778.6082388866","7487.4102321921","6432.0698862032","6741.5539413207","6704.4340608466","6314.577155299","6960.51922268412","5694.4386634197","5787.44797811036","5755.97630676675","5102.12086162892","4992.74144347704","4577.36612778128","4682.2989903182",
"849","[P]","    REGNOW.COM","4045.7947107232","3581.8045657777","3478.3255929509","3486.2563135471","4169.3822137963","4154.2229387514","4501.51311030223","4758.6132025836","5172.22646485456","4714.54566853558","4631.0506648238","4968.07977386396","5157.2925096534","4615.20001697","4673.56675124331",
"850","[P]","    WILEY.COM","4553.6115006199","5284.8716250818","5827.8142245442","5986.8321438639","4510.2806651905","5203.2747460088","5523.4502947509","6775.42618215464","5824.37276142721","4356.17775836242","1928.67441763125","3508.24478071144","3445.31920764371","3876.00316899402","4638.65796568893",
"851","[P]","    edaily","3139.4060999201","3145.2832402249","3484.7707189932","2828.4099537187","3124.6924325399","4489.9658052711","5599.9869090276","6452.02451930128","5040.78082384986","4740.82689374762","5280.66488547815","4739.8251812008","5077.24501922696","5208.62328066646","4601.95059505121",
"852","[P]","    METEOFRANCE.COM","5752.3232906623","4733.3230073506","4418.6396293931","4682.1158347724","4385.2768084837","5588.6452311973","6261.34915905347","4993.77608374556","7096.72524311579","6867.71636969514","6365.63785141605","6881.5086320868","6136.37868950012","5286.24698718784","4590.50472461964",
"853","[P]","    HAWAAWORLD.COM","1378.3414338856","1455.6306032384","1444.6805721475","1459.9988569739","1415.7586190912","1697.5057399175","4695.29466188151","5518.95673169168","5214.05430537035","4402.6199000222","3820.43594352545","4163.1380649218","4413.19861449492","4343.25634661772","4580.03745093307",
"854","[P]","    XAT.COM","3757.374244401","3484.9271672908","3465.7187154162","6473.3793306982","3660.6042894047","3895.1006009134","4581.33803677442","4917.27076038416","4479.0132544217","4748.45339747876","4755.0866785318","4950.21418080864","4844.68161797062","4434.52911875292","4513.83523995318",
"855","[P]","    United Business Media","5271.4497449103","5286.1057124599","5120.8415406402","5663.8043137481","5819.4928186323","4898.3987962665","4650.90503608976","4612.87167121252","4624.85003270077","4228.20884356786","4310.12093786025","4298.05834489328","4383.0449878991","4418.3504603002","4508.14511332717",
"856","[P]","    1616.NET","4336.0330820917","4787.0758915947","4822.6874707143","4933.2414392877","5843.9969658021","5041.1022707672","5361.6082131671","4757.48367776884","4799.10450000107","3639.60818023426","3197.4148959543","4899.927804493","4287.56232878015","3609.02875397574","4499.19882757373",
"857","[P]","    TIMNHANH.COM","1850.7352408859","2062.9987952884","2692.7610582811","2732.0754989168","3659.9199063295","3612.6826277874","4659.42466868681","5230.66355937248","5253.763387157","5274.76398782764","4462.37534311945","4497.24991255604","4429.36574587736","4151.31471377854","4493.98107775385",
"858","[P]","    mIRC","5406.5257333123","5175.348551784","5778.6195909783","5636.3881314976","5537.5950174053","5249.3106530229","6375.3369399341","6356.71083406252","5983.12480951814","5383.66667875872","5261.2138080574","5080.91761802352","4746.11154989437","4405.98179165714","4491.61951528092",
"859","[P]","    MINIJUEGOS.COM","7103.5338271266","6605.3955392668","6304.6542019105","6468.480476149","6769.8454132372","6001.839513089","5508.86130923104","5738.61999970112","5565.49887787944","6386.34522076178","5486.60495733275","5616.47930950844","5132.4745691685","4932.77695948098","4459.6447920415",
"860","[P]","    Universia","3372.4434715858","4155.8393990231","3979.8972183946","3907.169511161","3351.7623039227","3722.9579677539","4459.33317386791","5656.90743180032","5199.96429494739","5584.1440974578","5102.23258845985","4377.88741256468","4652.29497335958","4857.99348439572","4456.58398253823",
"861","[P]","    PHPNUKE.ORG","1567.9764323774","1998.6618664098","2201.5895207459","2855.2105999779","2906.1476869543","3206.3003489573","4524.66318730152","5971.71046796496","7396.24254121763","5293.08101873896","3651.35972585195","3917.63755634752","3793.13916679994","3949.28490506364","4453.22641284531",
"862","[P]","    PalTalk","3301.2622378577","3244.6081725187","2964.0807555714","2846.4351143853","3099.2005144371","3052.7178774782","4656.03920639513","4625.58788477572","4780.74805508416","4446.18316619562","4605.5571710284","4844.17682802808","4476.26102496312","4355.15224714652","4449.92223916144",
"863","[P]","    CRSKY.COM","6252.6420249787","5813.3309292305","8597.7123835374","5869.8823230409","5671.1557331293","5141.2016583748","6086.01959789862","4927.1274586452","5162.690082689","4956.89668278352","4666.4844491432","6417.66296146044","4592.13855020211","4676.78857695706","4443.73934822678",
"864","[P]","    BAAMBOO.COM","3764.787525358","2772.5195926411","3052.8807156501","3320.8080793036","4215.4445334635","5665.8839251458","5590.22266464647","6176.546114652","6760.75588834921","6705.78275560268","5725.34628053085","5734.2474515248","5169.8045047032","4094.38176671204","4418.75999554289",
"865","[P]","    ALTOOLS.COM","1917.793193554","1531.7974772185","2682.4385686322","2986.6005872164","3452.6995716181","4345.6954856377","4576.71316291073","6491.951629615","6897.11784359372","3440.8845193638","3886.7279481567","5182.98958596104","4420.90893193161","4668.54659994566","4413.03546955522",
"866","[P]","    Trend Micro, Inc.","5641.7070055723","5924.895726167","6151.4318507378","4961.2504949574","5112.7358688167","5086.5380801288","5472.18795002525","5119.56731245544","4786.66183902644","4768.44039811794","4821.8505681786","4811.88696811184","4722.82796008984","4166.02096624862","4401.90439370446",
"867","[P]","    PBASE.COM","6168.1874392651","5898.0701768723","6481.5800515535","5439.3443186009","5373.1274325582","5777.6611389639","5747.91499912961","6511.37640471712","5654.60978511256","5411.47570134772","5202.6829592029","5054.78006218512","4624.99635551847","4343.5347609883","4344.29582482239",
"868","[P]","    STARTVG.COM","12501.7461577533","11568.1997524987","12438.4183020247","12579.5517463837","13560.9656501287","13542.9425530756","14902.9987629512","15366.7360583827","15367.4356401828","13938.3203517333","12240.4807392877","12536.1122079274","12244.2145218877","4438.8540091102","4330.8550761834",
"869","[P]","    Benesse Corporation","N/A","N/A","N/A","N/A","4740.4662042343","4650.045383206","5370.43115291157","4457.4059739424","4919.50703296037","3885.25579214588","4739.8153858707","4468.96747281556","3755.61176651299","4000.80792848332","4311.18751144254",
"870","[P]","    Mapsolute","4729.4996430663","4608.8500007396","4466.466085518","4018.6827991086","3946.0220590322","4318.1232245627","4573.83094730141","4974.29572797496","4871.69474374677","4116.7015270005","3254.1618337581","4653.13901005436","4331.80076395926","4377.75445603274","4217.76440467669",
"871","[P]","    Interactive One","4283.1641772981","4221.3919401399","4759.962346656","4544.729694341","4626.2124343321","4836.5277129331","4663.36117468977","4984.71751538376","4675.30032554865","4429.26314052922","4460.36224354075","4621.75621387336","4056.91808218879","4122.75639800244","4168.8866514055",
"872","[P]","    MYLIVEPAGE.COM","4213.8598708463","4358.7113891991","4511.9835715139","4414.9486694694","4754.9964010281","5011.3197697454","4966.14734116101","5256.57619103856","4928.52130943947","4431.91687413544","4262.4631825903","4094.55050023508","4343.01410719318","3838.47535569042","4163.78586669087",
"873","[P]","    BLOGGUM.COM","3389.3202332007","3409.3328125721","3531.4512949729","3424.5303516519","3264.9227558094","3540.7668365784","5473.44743477442","5202.38238565796","2671.34710367121","2389.14871313274","2443.4798879814","3085.47448867604","3046.27311920867","3118.424678818","4157.533967204",
"874","[P]","    SPLINDER.COM","3840.8851656046","4643.7214031032","4969.9146668654","4630.44627235","4623.2540123872","4384.2183494407","4664.31242812318","4700.3008285068","4464.37767139593","4390.18145832138","3933.0270475984","3911.49562858272","3752.82855066307","4243.94881853","4155.46190091088",
"875","[P]","    OWNSKIN.COM","4226.7997291715","4402.2523105807","4465.5816130001","3910.1084355957","4431.5166248687","4160.5356558249","4798.31999601613","5199.83260629524","4989.35918054014","4879.23127840894","4273.3771492842","4469.21552602644","4114.7941289036","3911.60736858002","4119.60764045213",
"876","[P]","    Proto Corporation","N/A","N/A","N/A","N/A","N/A","4817.287277909","4586.32663546169","4551.03663113424","3818.70083303086","3747.10633832056","4364.9897958469","3952.97128845148","4217.35444065102","4129.08029161194","4086.54903757644",
"877","[P]","    COOLS4U.COM","1728.6088973807","1349.2170259901","1520.871494004","1591.1714036663","1547.4755710812","1570.7187275261","4834.77628896694","5405.91216217268","4693.42746217979","4375.64362588208","3674.3455607599","4331.61899797564","3979.44970122624","3401.5574578489","4064.40748796444",
"878","[P]","    BIGMIR.NET","4569.4512746944","4719.7509779258","4342.3580698958","4065.1814198818","4993.5849820245","4965.6099500813","4639.8432571953","4982.6232687418","4776.02431504672","4080.31996032534","3373.4402733457","4031.19083299692","4473.13361400753","4350.47842986","4059.93310356323",
"879","[P]","    A&E Interactive","4676.0947471978","3597.7636671405","4084.3428466598","4094.0504838405","3875.4207448533","4441.7828759433","4921.10605430064","4578.21281453048","3821.12687820479","4394.14836060772","3537.9494983984","3211.10800250196","3470.05805258215","3521.01195054062","3997.23859643158",
"880","[P]","    HomeAway","4217.4364853402","3326.9805937032","3374.1287861274","2930.2757600714","3299.6280683541","5947.9218159716","5500.98091940361","6548.05784531264","6195.48069145579","6246.13716729472","6760.2105884066","7568.53497552716","6358.93789753724","4683.18293685914","3936.36293551287",
